data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
4725121,716,ZIM5657,5657,6/14/2017,2017,1,Strategic developments,Looting/property destruction,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),Street Traders (Zimbabwe),7,37,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare City Council,Mutare,-18.9666,32.6667,1,ZPP,Local,Property destruction: ZANU youths targeted the vendors in Mutare ahead of the ZANU rally. The youths scattered and destroyed the vendors' wares and set the market stalls on fire.,0,1552576884,ZWE
4725956,716,ZIM5656,5656,6/11/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Matabeleland South,Insiza,Insiza RDC,Shangani,-19.7833,29.3667,1,Bulawayo24,Subnational,200 ZANU-PF supporters wielding axes and knobkerries attacked a village chief's homestead in Shangani. The homestead was destroyed and his family members were assaulted. His 13 year old nephew was seriously injured and has been admitted to hospital.,0,1552576885,ZWE
4726185,716,ZIM5655,5655,6/10/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Mkoba,-19.4667,29.7667,1,ZPP,Local,"After the MDCT Gweru rally, an MDCT Midlands official was attacked by ZANU PF youths, who hit him with sjamboks and sticks.",0,1552576886,ZWE
4727184,716,ZIM5654,5654,6/7/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),#Tajamuka/Sesjikile,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,4 members of Tajamuka were arrested and beaten by riot police at a nighclub in Harare.,0,1552576887,ZWE
4727661,716,ZIM5652,5652,6/5/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Kuwadzana,-17.8253,30.9311,1,Daily News,National,A ZANU-PF youth leader was injured when ZANU-PF youths from a rival faction petrol-bombed his house in Kuwadzana.,0,1552576887,ZWE
4727762,716,ZIM5653,5653,6/5/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,,,0,50,Southern Africa,Zimbabwe,Midlands,Gweru,Vungu RDC,Chiwundura,-19.184,30.0137,1,ZPP,Local,"A group of ZANU youths gathered in a village in Chiwundura, singing and chanting party slogans. They forcibly evicted a local MDC-T supporter.",0,1552576888,ZWE
4728926,716,ZIM5651,5651,5/31/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Matabeleland North,Bubi,Bubi RDC,Inyati,-19.6756,28.8469,1,Bulawayo24,Subnational,"Striking miners' wives went to the Turk Mine offices, where they pelted the managers with stones. The Riot Police were called and the women were chased away using teargas.",0,1552576889,ZWE
4729219,716,ZIM5650,5650,5/30/2017,2017,1,Protests,Protest with intervention,Protesters (Zimbabwe),,6,Police Forces of Zimbabwe (1987-2017),,1,16,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Newsday,National,"Zupco employees staged a 3 day sit-in at Zupco to demand their unpaid severance packages. Although the protest had been cleared by the police and was conducted peacefully, on the second day 7 protesters were arrested by the police.",0,1552576889,ZWE
4729247,716,ZIM5649,5649,5/29/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Matabeleland North,Bubi,Bubi RDC,Inyati,-19.6756,28.8469,1,Bulawayo24,Subnational,Strike:Miners at Turk Mine began a strike to protest the fact that they have not been paid for 3 months.,0,1552576889,ZWE
4729388,716,ZIM5648,5648,5/29/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Newsday,National,Zupco employees staged a 3 day sit-in at Zupco Bulawayo to demand their unpaid severance packages.,0,1552576890,ZWE
4729643,716,ZIM5647,5647,5/28/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),PDP: Peoples Democratic Party,7,37,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Mabvuku,-17.85,31.1833,1,New Zimbabwe,National,ZANU PF youths attacked a PDP youth leader after a PDP Africa Day celebration in Mabvuku. PDP claims that he was seriously injured.,0,1552576890,ZWE
4730813,716,ZIM5645,5645,5/23/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),RDZ: Renewal Democrats of Zimbabwe,7,37,Southern Africa,Zimbabwe,Manicaland,Makoni,Makoni RDC,Makoni,-18.7166,31.9833,2,local source,Local,"3 RDZ supporters were attacked by ZANU-PF youths at Dowero Business Centre, in Makoni. They had been putting up RDZ posters.",0,1552576891,ZWE
4730814,716,ZIM5646,5646,5/23/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,55,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Kuwadzana,-17.8253,30.9311,1,Zimbabwe Peace Project,Local,The youth from rival ZANU-PF factions violently clashed over the allocation of a piece of land in Kuwadzana. The Riot Police were called in to disperse the youths.,0,1552576891,ZWE
4730895,716,ZIM5644,5644,5/23/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZNA: Zimbabwe Nurses Association,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,Hundreds of nurses protested at Parirenyatwa Hospital for better pay grades.,0,1552576891,ZWE
4731111,716,ZIM5643,5643,5/22/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Mashonaland Central,Mazowe,Mazowe RDC,Mvurwi,-17.0333,30.85,2,ZimRights,Local,"A local ZANU PF official had 8 militia assault a man over a land spat on Sandford Farm, Mvurwi. When people intervened they were also assaulted. The men then burned down the family house, causing severe burns to the man's 7 year old son.",0,1552576892,ZWE
4731419,716,ZIM5642,5642,5/21/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Midlands,Gweru,Vungu RDC,Chiwundura,-19.184,30.0137,1,Zimbabwe Peace Project,Local,"ZANU-PF supporters, who were campaigning for the Chiwundura By-Election, attacked and stabbed an MDC-T youth, Ashley Mdutshwa.",0,1552576892,ZWE
4731420,716,ZIM5641,5641,5/21/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),,5,55,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Bulawayo24; Newsday,Subnational,"ZANU youth opposed to Commissar Kasukuwere disrupted a provincial meeting held by Kasukuwere's ally in Bulawayo. A Kasukuwere-allied youth leader, Mokgohloa, was attacked and manhandled by War Veterans. Kasukuwere's allies turned on the protesters and stabbed one of them. The Riot Police broke up the meeting.",0,1552576892,ZWE
4731728,716,ZIM5639,5639,5/19/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),Students (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Matabeleland South,Bulilima,Plumtree Town Council,Plumtree,-20.4833,27.8167,1,Newsday,National,"Student nurses boycotted classes and gathered to demand an audience with Brunapeg Hospital, which they accuse of stealing food money from them.",0,1552576892,ZWE
4731812,716,ZIM5640,5640,5/19/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Midlands,Mberengwa,Mberengwa RDC,Mberengwa,-20.4833,29.9167,1,local source,Local,"ZANU-PF youths burned down an MDC-T Ward official's house, injuring both her and her daughter.",0,1552576892,ZWE
4731813,716,ZIM5638,5638,5/19/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,17,Southern Africa,Zimbabwe,Matabeleland North,Lupane,Kusile RDC,Lupane,-18.9333,27.7667,2,VOA,International,Police threw teargas to disperse a meeting of the MDC. Some elderly women have been hospitalised following the incident.,0,1552576892,ZWE
4732370,716,ZIM5635,5635,5/17/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.15,28.58,1,Newsday,National,ZANU-PF youths staged a protest at the ZANU party headquarters in Bulawayo to demand that the Provincial Chairperson resign.,0,1552576893,ZWE
4732371,716,ZIM5637,5637,5/17/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Manicaland,Buhera,Buhera RDC,Buhera,-19.3333,31.4333,1,Zimbabwe Peace Project,Local,The ZANU-PF youth chairperson for Buhera accused a youth of being an MDC supporter and assaulted him. The assaulted youth sustained serious injuries and had to be treated at hospital.,0,1552576893,ZWE
4732493,716,ZIM5636,5636,5/17/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Mashonaland West,Hurungwe,Karoi Town Council,Karoi,-16.8166,29.6833,1,Bulawayo24,Subnational,"A police officer threw spikes under a taxi, which lost control, and knocked over 4 pedestrians. The crowd became angry and stoned the police car as the police attempted to flee the scene. The police fired gunshots to try and disperse the crowd.",0,1552576893,ZWE
4732654,716,ZIM5634,5634,5/16/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),RDZ: Renewal Democrats of Zimbabwe,7,37,Southern Africa,Zimbabwe,Manicaland,Makoni,Makoni RDC,Headlands,-18.2833,32.05,1,local source,Local,"An RDZ supporter was attacked by ZANU-PF youths in Deverwi Township, in Headlands.",0,1552576893,ZWE
4732783,716,ZIM5633,5633,5/16/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Street Traders (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"A vendor who trades near the MDC-T headquarters was attacked by police officers, hit with baton sticks and kicked with boots. He was detained at Harare Central Police Station, where he was accused of 'causing havoc', but it is believed that he was targeted because of his proximity to the MDC-T headquarters.",0,1552576893,ZWE
4733053,716,ZIM5632,5632,5/15/2017,2017,2,Riots,Mob violence,Rioters (Zimbabwe),Street Traders (Zimbabwe),5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Masvingo,Masvingo,Masvingo Municipality,Masvingo,-20.0833,30.8333,1,Newsday,National,"Masvingo City Council tried to clear the street of vendors. The vendors resisted - lying down in front of the trucks, threatening suicide, and fighting the municipal police sent to clear them.",0,1552576894,ZWE
4733546,716,ZIM5630,5630,5/13/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Mashonaland West,Hurungwe,Hurungwe RDC,Chiroti,-17.0333,29.1333,1,local source,Local,An MDC-T Ward Official carrying out a door-to-door campaign was assaulted by ZANU-PF supporters at Chiroti Business Centre.,0,1552576894,ZWE
4733574,716,ZIM5631,5631,5/13/2017,2017,1,Violence against civilians,Attack,MDC-T: Movement for Democratic Change (Tsvangirai Faction),,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Zimbabwe Peace Project,Local,2 MDC-T officials assaulted 3 ZANU-PF supporters who tried to prevent them from carrying out a door-to-door campaign in Ward 6. No reported injury.,0,1552576894,ZWE
4733790,716,ZIM5629,5629,5/12/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Midlands,Mberengwa,Mberengwa RDC,Mberengwa,-20.4833,29.9167,2,local source,Local,2 women were distributing educational material at an MDC-T rally at Shauro Business Centre. They were assaulted by ZANU-PF supporters.,0,1552576895,ZWE
4733916,716,ZIM5628,5628,5/12/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Street Traders (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"2 vendors were arrested and assaulted by the police, who accused them of attacking police officers on behalf of Morgan Tsvangirai.",0,1552576895,ZWE
4734049,716,ZIM5627,5627,5/11/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Zengeza,-17.9939,31.0481,1,local source,Local,An MDC-T supporter was assaulted by ZANU-PF supporters at a residents' meeting in Zengeza 2. They accused him of recording the meeting.,0,1552576895,ZWE
4734451,716,ZIM5626,5626,5/10/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),Street Traders (Zimbabwe),5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,A policeman was assaulted by vendors.,0,1552576895,ZWE
4734721,716,ZIM5625,5625,5/9/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Chipinge,Chipinge Town Council,Chipinge,-20.2,32.6167,1,Bulawayo24,Subnational,Soldiers beat up patrons in all the bars in Chipinge after a soldier died during a scuffle at a dance show.,0,1552576896,ZWE
4735030,716,ZIM5624,5624,5/7/2017,2017,2,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,A villager who lives close to the Chiyadzwa Diamond Fields was accused of panning for diamonds and assaulted by soldiers. Earlier in the week 2 men who were panning for diamonds in the Chiyadzwa Diamond Field were attacked by soldiers. They were shot at and had dogs set on them.,0,1552576896,ZWE
4735354,716,ZIM5622,5622,5/6/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland West,Kadoma,Kadoma City Council,Kadoma,-18.35,29.9167,1,Bulawayo24,Subnational,ZANU PF supporters demonstrated against the MDC-led Kadoma City Council.,0,1552576896,ZWE
4735383,716,ZIM5623,5623,5/6/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"An MDC-T youth was returning from a political rally wearing a party shirt, when he was assaulted by ZANU-PF youths on Angwa Street, in Harare.",0,1552576896,ZWE
4735973,716,ZIM5621,5621,5/4/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,New Zimbabwe,National,Small scale tobacco farmers who have been unable to access their cash payments rioted and attempted to tear down the perimeter fence of the tobacco sales floor. The riot police were deployed. They used teargas to disperse the farmers.,0,1552576897,ZWE
4738527,716,ZIM5620,5620,4/25/2017,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Alaska,-17.3667,30.0833,1,local source,Local,"An MDC-T ward welfare officer, who had been documenting cases of violence at Alaska mine, was attacked.",0,1552576903,ZWE
4739127,716,ZIM5619,5619,4/23/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,local source,Local,An MDC-T official was assaulted by 5 ZANU-PF youths in Epworth because he had been carrying out a door to door campaign.,0,1552576904,ZWE
4739589,716,ZIM5618,5618,4/21/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),Vigilante Group (Zimbabwe),5,Civilians (Zimbabwe),,7,57,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare City Council,Mutare,-18.9666,32.6667,1,BUlawayo24,Subnational,"A thief was caught by residents, who assaulted him until he lost consciousness. He died in hospital.",1,1552577086,ZWE
4739866,716,ZIM5617,5617,4/21/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),Government of Zimbabwe (1987-2017),7,37,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare City Council,Mutare,-18.9666,32.6667,1,Newsday,National,"ZANU PF youths attacked and manhandled a ZANU PF Minister, Christopher Chingosho, because he had criticised the ZANU Youth leader, Chipanga.",0,1552577086,ZWE
4740055,716,ZIM5616,5616,4/20/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Alaska,-17.3667,30.0833,1,local source,Local,ZANU-PF supporters assaulted a local MDC-T official because he had convened a meeting in the area.,0,1552577086,ZWE
4740844,716,ZIM5615,5615,4/18/2017,2017,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,"Soldiers detained a man because his ID did not have a -75 suffix, meaning that he is not local to Mutare. He was detained for 2 days and assaulted.",0,1552577087,ZWE
4740720,716,ZIM5614,5614,4/18/2017,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,The Independent,National,The State Procurement Board Chairperson died when he fell from his office window. There are indications that it was a politically motivated murder.,1,1552577087,ZWE
4741029,716,ZIM5613,5613,4/17/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mufakose,-17.8663,30.9272,1,local source,Local,An MDC-T supporter was travelling to Mufakose to attend the funeral of an MDC-T chairwoman. The conductor on her bus attacked her because she was wearing an MDC-T party shirt.,0,1552577087,ZWE
4741047,716,ZIM5612,5612,4/17/2017,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,local source,Local,"An MDC-T youth who was wearing his party t-shirt in the CBD, was assaulted.",0,1552577087,ZWE
4741733,716,ZIM5610,5610,4/15/2017,2017,3,Battles,Armed clash,Private Security Forces (Zimbabwe),Police Forces of Zimbabwe (1987-2017),8,Unidentified Communal Militia (Zimbabwe),,4,48,Southern Africa,Zimbabwe,Midlands,Zvishavane,Runde RDC,Zvishavane,-20.3333,30.0333,1,The Chronicle,National,"Police have been deployed in the Sabi Mine to help the private security forces clear the artisanal gold miners. There have been running battles in the mine shafts between private security and artisanal miners, with reports of gunfire and explosives being used. Several people have been injured in the clashes.",0,1552577088,ZWE
4741715,716,ZIM5611,5611,4/15/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),,5,55,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,The Herald,National,"Harare Provincial Commissar for ZANU PF heard that a vote of no confidence would be passed against him and Saviour Kasukuwere, so he bused in a group of demonstrators to protest the vote. The opposing members of the committee then bused in their own demeonstrators and the 2 groups clashed. Civilians were injured in the skirmishes.",0,1552577088,ZWE
4742036,716,ZIM5609,5609,4/13/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,7,37,Southern Africa,Zimbabwe,Harare,Harare,Epworth Local Board,Epworth,-17.8794,31.1244,1,New Zimbabwe,National,2 ZANU youth severely assaulted 2 party members who were walking in the opposite direction to a party meeting. The victims have been hospitalised and one of the youths has been arrested.,0,1552577088,ZWE
4742405,716,ZIM5608,5608,4/12/2017,2017,2,Riots,Violent demonstration,Rioters (Zimbabwe),Street Traders (Zimbabwe),5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,1,The Chronicle,National,"To protest the fact that they had been evicted from the Gweru streets, vendors continued to sell their wares from vehicles. This has resulted in running battles with the police.",0,1552577089,ZWE
4742692,716,ZIM5606,5606,4/11/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland West,Chegutu,Norton Town Council,Norton,-17.8833,30.7,1,Newsday,National,MP Temba Mliswa led his constituents in a demonstration against corruption,0,1552577089,ZWE
4742529,716,ZIM5607,5607,4/11/2017,2017,1,Riots,Mob violence,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,Rioters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,5,55,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Mabvuku,-17.85,31.1833,1,Zimbabwe Peace Project,Local,2 ZANU PF factions clashed over a land dispute at Caledonia Porter Farm. No injuries were reported.,0,1552577089,ZWE
4743474,716,ZIM5605,5605,4/8/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Mutare,Mutare RDC,Marange,-19.25,32.2667,1,local source,Local,"The police set their dogs on 2 people in the Chiadzwa diamond fields, causing serious injuries.",0,1552577090,ZWE
4743849,716,ZIM5603,5603,4/7/2017,2017,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland Central,Mazowe,Mazowe RDC,Mazowe,-17.5166,30.9667,2,Newsday,National,"Under the orders of the First Lady, 16 armed police officers stormed Arnold Farm, burning down houses, assaulting people and arresting a family who resisted them.",0,1552577091,ZWE
4743744,716,ZIM5604,5604,4/7/2017,2017,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,local source,Local,"An MDC-T official, driving a car decorated with party posters, was attacked by unidentified assailants.",0,1552577091,ZWE
4744514,716,ZIM5602,5602,4/5/2017,2017,1,Riots,Violent demonstration,Rioters (Zimbabwe),Street Traders (Zimbabwe),5,,,0,50,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,1,Newsday,National,A mob of angry vendors protesting the police clean-up of vendors chased the Gweru City Council's Acting Town Clerk and Chamber Secretary.,0,1552577092,ZWE
4744488,716,ZIM5601,5601,4/5/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),NERA: National Electoral Reform Agenda,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.05,1,Nehanda Radio,National,100 NERA protesters gathered in Freedom Square for a protest. The Riot Police patrolled with truncheons and water cannons.,0,1552577092,ZWE
4744708,716,ZIM5600,5600,4/4/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),7,37,Southern Africa,Zimbabwe,Mashonaland West,Makonde,Chinhoyi Municipality,Chinhoyi,-17.3666,30.2,2,local source,Local,"An MDC-T ward official was forced to attend a ZANU-PF meeting. When he refused to chant ZANU-PF slogans, the ZANU-PF supporters at the meeting attacked him.",0,1552577092,ZWE
4745011,716,ZIM5599,5599,4/3/2017,2017,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),RDZ: Renewal Democrats of Zimbabwe,7,37,Southern Africa,Zimbabwe,Manicaland,Makoni,Makoni RDC,Makoni,-18.7166,31.9833,1,local source,Local,ZANU-PF youths attacked a Renewal Democrats of Zimbabwe supporter because he was wearing an RDZ t-shirt.,0,1552577092,ZWE
4745036,716,ZIM5598,5598,4/3/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.45,29.82,1,Bulawayo24,Subnational,"ZANU supporters held a demonstration against ZANU Political Commissar, Saviour Kasukuwere, in Gweru",0,1552577092,ZWE
4745138,716,ZIM5597,5597,4/3/2017,2017,1,Protests,Peaceful protest,Protesters (Zimbabwe),ZANU-PF: Zimbabwe African National Union-Patriotic Front,6,,,0,60,Southern Africa,Zimbabwe,Mashonaland Central,Bindura,Bindura Municipality,Bindura,-17.2964,31.3297,1,Bulawayo24,Subnational,"About 1,000 ZANU Youth League and Women's League demonstrators gathered in Bindura to protest against the ZANU Political Commissar, Saviour Kasukuwere.",0,1552577092,ZWE
